,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552734375,-0.642578125,-0.666015625,-0.646484375,-0.564453125,-0.666015625,-0.666015625,-0.580078125,-0.580078125,-0.65234375,-0.578125,-0.666015625,-0.568359375,-0.6640625,-0.65625,-0.57421875,-0.57421875,-0.658203125,-0.580078125,-0.65234375,-0.66015625,-0.572265625,-0.66015625,-0.59375,-0.638671875,-0.5703125,-0.630859375,-0.60546875,-0.625,-0.662109375,-0.56640625,-0.6640625,-0.564453125,-0.666015625,-0.564453125,-0.666015625,-0.642578125,-0.587890625,-0.666015625,-0.564453125,-0.666015625,-0.646484375,-0.58203125,-0.58203125,-0.666015625,-0.56640625
